farm_id,farm_name,region,county,crop_type,acreage,archetype,archetype_id,ffmi_score,tier,tier_classification,pillar_1_score,pillar_2_score,pillar_3_score,pillar_4_score,pillar_5_score,pillar_6_score,pillar_7_score,pillar_8_score
844b4dd6-6f5b-5b12-abb1-f18a6b0a9cb7,Kisumu Sugarcane Farm #0048,Western Kenya,Kisumu,Sugarcane,3.45,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.24,0.16,0.2,0.6,0.08,0.2,0.16,0.08
9757b6e4-95d7-5b4e-8949-0ed42784f290,Tharaka Nithi Sorghum Farm #0049,Eastern Semi-Arid,Tharaka Nithi,Sorghum,1.5,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.52,0.52,0.64,0.6,0.36,0.56,0.6,0.24
7471688e-cb6d-56cb-afa3-3e9bbf3bf99a,Embu Macadamia Farm #0050,Central Highlands,Embu,Macadamia,1.7,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.2,0.28,0.32,0.48,0.24,0.24,0.08,0.04
0db603dd-2aab-5095-a530-2fdf46e8dcb2,Siaya Cassava Farm #0051,Western Kenya,Siaya,Cassava,3.99,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.2,0.24,0.28,0.48,0.12,0.2,0.28,0.08
47b9c4eb-b046-5375-ac49-198bbac76e20,Embu Coffee Farm #0052,Central Highlands,Embu,Coffee,2.99,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.2,0.16,0.08,0.56,0.32,0.36,0.08,0.0
bc1b45e8-3cc4-5d07-b32c-44d63ad651b6,Taita Taveta Cashew Farm #0053,Coastal Lowlands,Taita Taveta,Cashew,6.73,Transitioning Agribusiness,1,11.16,3,Structured Farm,0.4,0.4,0.48,0.6,0.48,0.56,0.4,0.4
9f05a59c-db5e-5afa-aa5e-2f863aa2341d,Embu Dairy Farm #0054,Central Highlands,Embu,Dairy,7.47,Transitioning Agribusiness,1,12.36,3,Structured Farm,0.44,0.6,0.56,0.72,0.36,0.64,0.52,0.28
b7edcd50-0bd7-5b9c-a0e4-3e1f2be5a65c,Machakos Mangoes Farm #0055,Eastern Semi-Arid,Machakos,Mangoes,6.76,Transitioning Agribusiness,1,12.0,3,Structured Farm,0.4,0.64,0.48,0.72,0.48,0.4,0.56,0.32
51951e84-f675-5b2e-9d34-f67b189a619d,Trans Nzoia Potatoes Farm #0056,Rift Valley,Trans Nzoia,Potatoes,12.05,Transitioning Agribusiness,1,12.96,3,Structured Farm,0.44,0.52,0.56,0.88,0.48,0.52,0.48,0.44
bac50350-65e9-5ea0-881a-152819de634f,Murang'a Avocado Farm #0057,Central Highlands,Murang'a,Avocado,1.95,Informal Smallholder,0,6.6,2,Emerging Agribusiness,0.24,0.28,0.24,0.64,0.04,0.28,0.32,0.16
3d7a65db-5338-545f-98e2-1c9469b64c48,Nandi Potatoes Farm #0058,Rift Valley,Nandi,Potatoes,5.73,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.48,0.36,0.64,0.6,0.44,0.68,0.56,0.28
f0d24f80-ff59-5df1-ace4-20e2523eb1ae,Lamu Cashew Farm #0059,Coastal Lowlands,Lamu,Cashew,2.3,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.16,0.2,0.24,0.56,0.2,0.2,0.2,0.12
1894c2fa-25c5-59f1-8bfc-881d8044c705,Machakos Pigeon Peas Farm #0060,Eastern Semi-Arid,Machakos,Pigeon Peas,3.32,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.2,0.24,0.12,0.6,0.16,0.36,0.2,0.0
720adb47-d238-5b6e-bbf5-39c0f70bea97,Siaya Sugarcane Farm #0061,Western Kenya,Siaya,Sugarcane,10.64,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.4,0.48,0.48,0.72,0.44,0.64,0.4,0.24
823bf789-483d-54ae-bab0-871a0204488f,Embu Coffee Farm #0062,Central Highlands,Embu,Coffee,0.5,Informal Smallholder,0,6.84,2,Emerging Agribusiness,0.32,0.2,0.32,0.6,0.32,0.36,0.12,0.04
0c4fa962-656e-5c36-8230-65162a01698d,Kisumu Maize Farm #0063,Western Kenya,Kisumu,Maize,6.32,Transitioning Agribusiness,1,11.04,3,Structured Farm,0.4,0.36,0.52,0.6,0.44,0.52,0.56,0.28
8af18190-6a75-5bf7-aa39-17aef6061303,Trans Nzoia Dairy Farm #0064,Rift Valley,Trans Nzoia,Dairy,1.5,Transitioning Agribusiness,1,12.6,3,Structured Farm,0.48,0.48,0.48,0.56,0.52,0.68,0.48,0.52
0bab0f41-ca4a-5ad0-bf32-48066df6be6a,Tharaka Nithi Green Grams Farm #0065,Eastern Semi-Arid,Tharaka Nithi,Green Grams,12.04,Transitioning Agribusiness,1,12.72,3,Structured Farm,0.24,0.52,0.6,0.76,0.6,0.68,0.48,0.36
c86a9977-b853-5ebe-acb0-9d84aefff94a,Uasin Gishu Dairy Farm #0066,Rift Valley,Uasin Gishu,Dairy,10.53,Transitioning Agribusiness,1,12.84,3,Structured Farm,0.52,0.48,0.52,0.72,0.64,0.64,0.4,0.36
5fc2c3c6-e6f2-52c3-b7b2-3e9262533964,Makueni Sorghum Farm #0067,Eastern Semi-Arid,Makueni,Sorghum,5.95,Transitioning Agribusiness,1,10.92,3,Structured Farm,0.52,0.28,0.4,0.64,0.44,0.56,0.52,0.28
61b3ba29-c971-56ae-bc38-1d6077552ea8,Lamu Vegetables Farm #0068,Coastal Lowlands,Lamu,Vegetables,0.5,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.12,0.28,0.12,0.68,0.16,0.24,0.16,0.2
e53d11b6-9fd3-54f2-9198-4cbebdd3a4a8,Meru Avocado Farm #0069,Central Highlands,Meru,Avocado,2.15,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.12,0.28,0.28,0.48,0.16,0.28,0.2,0.08
21b918ec-fea5-5791-bddd-08f2bce5b45d,Embu Coffee Farm #0070,Central Highlands,Embu,Coffee,2.21,Informal Smallholder,0,4.92,5,Future Ready Farm,0.08,0.2,0.24,0.6,0.24,0.12,0.08,0.08
11a1501d-ef84-5168-9e99-76b508058dbd,Kiambu Coffee Farm #0071,Central Highlands,Kiambu,Coffee,2.04,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.12,0.2,0.24,0.56,0.16,0.4,0.16,0.12
64811cfe-c53c-5391-a5b5-952324eb61e9,Meru Macadamia Farm #0072,Central Highlands,Meru,Macadamia,0.56,Informal Smallholder,0,5.16,2,Emerging Agribusiness,0.2,0.12,0.28,0.64,0.12,0.2,0.08,0.08
ecc2e9a8-1f50-54f5-885c-09fe6a19ace4,Meru Horticulture Farm #0073,Central Highlands,Meru,Horticulture,28.66,Commercial Market Leader,2,19.8,4,Investment Ready Farm,0.72,0.84,1.0,0.64,0.76,0.92,0.92,0.8
0667c98b-c01b-5d9d-bc95-3703faeaf891,Tharaka Nithi Sorghum Farm #0074,Eastern Semi-Arid,Tharaka Nithi,Sorghum,2.99,Informal Smallholder,0,4.56,5,Future Ready Farm,0.12,0.16,0.28,0.44,0.08,0.2,0.08,0.16
63735fe0-280b-562e-b76b-42a3e57cad85,Siaya Maize Farm #0075,Western Kenya,Siaya,Maize,4.17,Informal Smallholder,0,6.84,2,Emerging Agribusiness,0.2,0.12,0.36,0.68,0.24,0.4,0.16,0.12
5bc37249-306d-578e-b528-c764e77fb90f,Meru Tea Farm #0076,Central Highlands,Meru,Tea,2.9,Informal Smallholder,0,6.12,2,Emerging Agribusiness,0.2,0.16,0.32,0.6,0.16,0.32,0.2,0.08
a0edac43-e52a-5723-8b9b-832a031fbeea,Kilifi Vegetables Farm #0077,Coastal Lowlands,Kilifi,Vegetables,2.23,Informal Smallholder,0,5.76,2,Emerging Agribusiness,0.28,0.2,0.4,0.44,0.08,0.24,0.24,0.04
cfdde529-725f-5624-9ee0-8566501b30ab,Busia Horticulture Farm #0078,Western Kenya,Busia,Horticulture,7.11,Transitioning Agribusiness,1,13.2,3,Structured Farm,0.6,0.4,0.6,0.76,0.6,0.44,0.56,0.44
43ea3aea-f673-5511-890c-80cc896de8ea,Vihiga Poultry Farm #0079,Western Kenya,Vihiga,Poultry,3.44,Transitioning Agribusiness,1,12.48,3,Structured Farm,0.44,0.6,0.68,0.64,0.28,0.56,0.56,0.4
d7bda7d2-12d1-5aed-9a6b-defe1dc9109f,Lamu Cashew Farm #0080,Coastal Lowlands,Lamu,Cashew,5.7,Transitioning Agribusiness,1,10.92,3,Structured Farm,0.6,0.36,0.4,0.52,0.44,0.36,0.44,0.52
37cabefd-6208-5cbc-8402-cff6689d42b1,Tharaka Nithi Pigeon Peas Farm #0081,Eastern Semi-Arid,Tharaka Nithi,Pigeon Peas,3.77,Transitioning Agribusiness,1,12.36,3,Structured Farm,0.52,0.36,0.6,0.68,0.56,0.48,0.64,0.28
9b3de8dd-cf11-5c89-bc68-b769f9c569a5,Machakos Green Grams Farm #0082,Eastern Semi-Arid,Machakos,Green Grams,2.35,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.2,0.16,0.2,0.56,0.28,0.24,0.28,0.08
9a5b4356-7fe8-5381-aa32-d6ee028f16cb,Nandi Maize Farm #0083,Rift Valley,Nandi,Maize,3.89,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.52,0.32,0.68,0.56,0.48,0.48,0.48,0.28
7773c976-5b86-5d22-97f5-3dc18f781b3a,Lamu Vegetables Farm #0084,Coastal Lowlands,Lamu,Vegetables,4.62,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.2,0.24,0.28,0.52,0.08,0.36,0.2,0.08
2649dbfa-b263-5a05-88d2-8d205c530d17,Nakuru Tea Farm #0085,Rift Valley,Nakuru,Tea,2.76,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.16,0.2,0.2,0.56,0.12,0.32,0.12,0.08
ddd95349-8077-5a77-bd45-ba4d6fc52bfe,Kwale Vegetables Farm #0086,Coastal Lowlands,Kwale,Vegetables,0.5,Informal Smallholder,0,4.8,5,Future Ready Farm,0.24,0.2,0.24,0.36,0.04,0.16,0.28,0.08
fc172af0-92ce-5c16-a3d5-de67f1d412b7,Embu Horticulture Farm #0087,Central Highlands,Embu,Horticulture,4.81,Transitioning Agribusiness,1,13.2,3,Structured Farm,0.52,0.6,0.6,0.76,0.52,0.44,0.56,0.4
87a336ee-c8a3-5e6c-af0a-467f62cc4408,Taita Taveta Cassava Farm #0088,Coastal Lowlands,Taita Taveta,Cassava,0.5,Informal Smallholder,0,6.6,2,Emerging Agribusiness,0.2,0.36,0.2,0.6,0.2,0.28,0.24,0.12
1583c52c-7f9d-5ac7-849b-4626055494c6,Embu Macadamia Farm #0089,Central Highlands,Embu,Macadamia,0.5,Informal Smallholder,0,5.28,2,Emerging Agribusiness,0.04,0.28,0.16,0.48,0.16,0.32,0.24,0.08
853fdd6f-30ab-5e34-b39d-dc05ad99190f,Kwale Fish Farming Farm #0090,Coastal Lowlands,Kwale,Fish Farming,10.09,Transitioning Agribusiness,1,11.52,3,Structured Farm,0.64,0.32,0.48,0.48,0.44,0.56,0.48,0.44
803ad5b6-6214-5c07-94dd-ab24790049cc,Tharaka Nithi Sorghum Farm #0091,Eastern Semi-Arid,Tharaka Nithi,Sorghum,1.61,Informal Smallholder,0,4.8,5,Future Ready Farm,0.16,0.2,0.16,0.56,0.16,0.2,0.12,0.04
7e608219-3ce4-559d-ac9f-56af6118ae0e,Kwale Vegetables Farm #0092,Coastal Lowlands,Kwale,Vegetables,7.88,Transitioning Agribusiness,1,10.92,3,Structured Farm,0.4,0.32,0.48,0.68,0.44,0.52,0.56,0.24
88a6ec55-3636-53d3-9d47-db0e25248842,Trans Nzoia Tea Farm #0093,Rift Valley,Trans Nzoia,Tea,1.12,Informal Smallholder,0,4.44,5,Future Ready Farm,0.08,0.16,0.16,0.48,0.16,0.32,0.04,0.08
33fac84f-4e59-55bc-880a-b4b3e4f6bf99,Bungoma Sugarcane Farm #0094,Western Kenya,Bungoma,Sugarcane,2.03,Informal Smallholder,0,5.52,2,Emerging Agribusiness,0.12,0.2,0.24,0.68,0.12,0.32,0.16,0.0
808ea3de-d98b-5b16-a08f-edee089ec49e,Tharaka Nithi Livestock Farm #0095,Eastern Semi-Arid,Tharaka Nithi,Livestock,3.52,Informal Smallholder,0,4.8,5,Future Ready Farm,0.08,0.28,0.2,0.56,0.12,0.28,0.08,0.0
ede91749-8b0a-50c2-a403-f42e87f96fec,Bungoma Cassava Farm #0096,Western Kenya,Bungoma,Cassava,5.77,Transitioning Agribusiness,1,12.72,3,Structured Farm,0.52,0.52,0.68,0.48,0.44,0.56,0.48,0.56
4c3cb467-2b01-588d-b2cc-8130772c7b39,Bungoma Maize Farm #0097,Western Kenya,Bungoma,Maize,0.5,Informal Smallholder,0,4.8,5,Future Ready Farm,0.2,0.12,0.12,0.52,0.12,0.32,0.16,0.04
2659476b-967e-5a10-8f7a-17394979ffd5,Kirinyaga Macadamia Farm #0098,Central Highlands,Kirinyaga,Macadamia,3.64,Informal Smallholder,0,5.4,2,Emerging Agribusiness,0.08,0.28,0.32,0.36,0.16,0.2,0.4,0.0
26d08bc9-3308-54e4-8ffb-443aa733f37c,Vihiga Maize Farm #0099,Western Kenya,Vihiga,Maize,2.03,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.24,0.28,0.24,0.44,0.2,0.24,0.16,0.16
69debbed-73c3-5924-9553-9755a7f97382,Taita Taveta Vegetables Farm #0100,Coastal Lowlands,Taita Taveta,Vegetables,19.9,Commercial Market Leader,2,19.56,4,Investment Ready Farm,0.72,0.8,0.96,0.92,0.68,0.92,0.88,0.64
c7967544-4a7b-5993-8cee-8d365e412840,Meru Coffee Farm #0101,Central Highlands,Meru,Coffee,24.59,Commercial Market Leader,2,19.56,4,Investment Ready Farm,0.84,0.8,0.72,0.8,0.88,0.84,0.84,0.8
e362e9d5-a95a-57cc-9097-f1dc374d8874,Vihiga Horticulture Farm #0102,Western Kenya,Vihiga,Horticulture,8.15,Transitioning Agribusiness,1,10.44,3,Structured Farm,0.28,0.32,0.6,0.68,0.48,0.44,0.4,0.28
b00f83d1-b9eb-52ec-b709-0fb937859127,Kwale Coconut Farm #0103,Coastal Lowlands,Kwale,Coconut,3.26,Informal Smallholder,0,6.84,2,Emerging Agribusiness,0.32,0.28,0.32,0.6,0.2,0.16,0.24,0.16
0f5ce9e8-a75c-55a6-bde9-4a3a551c8e09,Kericho Wheat Farm #0104,Rift Valley,Kericho,Wheat,38.1,Commercial Market Leader,2,20.4,5,Future Ready Farm,0.76,0.92,0.92,0.8,0.92,0.92,0.88,0.68
4c1565b6-6199-54db-a894-c4abf0997132,Lamu Vegetables Farm #0105,Coastal Lowlands,Lamu,Vegetables,2.13,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.44,0.6,0.52,0.72,0.48,0.52,0.36,0.4
70ae28cf-c522-5728-913f-371e129b5675,Kericho Horticulture Farm #0106,Rift Valley,Kericho,Horticulture,2.56,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.36,0.36,0.6,0.68,0.44,0.64,0.68,0.32
ab770a9a-85d9-51bc-96e3-2fa539a62224,Nandi Wheat Farm #0107,Rift Valley,Nandi,Wheat,0.5,Informal Smallholder,0,4.8,5,Future Ready Farm,0.2,0.2,0.2,0.44,0.12,0.28,0.08,0.08
552fdd5d-91da-5cbd-8678-712fbaa7920d,Tharaka Nithi Sorghum Farm #0108,Eastern Semi-Arid,Tharaka Nithi,Sorghum,0.5,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.24,0.24,0.16,0.76,0.08,0.32,0.08,0.12
