evidence_id,assessment_id,farm_id,region,farm_centroid_lat,farm_centroid_lon,photo_lat,photo_lon,distance_to_centroid_km,capture_timestamp,upload_timestamp,time_delta_seconds,perceptual_dhash,evidence_classification,is_anomaly,anomaly_type
3c027cac-177f-5f54-b18d-cd94ffea1831,0000ccc7-4b03-5bac-9e71-b80fbe2b5df6,30d6a9a5-ce22-5952-832a-4bdd601c73a9,Rift Valley,0.034435,36.2583,0.036784,36.256098,0.3573,2026-06-26T06:56:55.466764+00:00,2026-06-26T07:41:55.466764+00:00,2700.0,7ea7fa33ad4d295f,A,1,duplicate_image_hash
b6247080-d016-5881-a3d5-c25c6faac8c3,2aef30a6-4cdb-546b-bca4-298eb71593a3,e66ee568-72c3-5839-a7ec-aeafae9c57ca,Eastern Semi-Arid,-1.555006,37.449969,-1.551801,37.45334,0.5162,2026-08-15T17:56:55.466764+00:00,2026-08-15T18:52:55.466764+00:00,3360.0,59b6fcbb51d47993,A,0,clean
f9f72598-336f-5a28-bd08-8bacbaafb756,b4e9f5bc-0e31-5f9f-9e56-f50d99574d00,423d0e08-8aac-5c74-82e8-c741f4f0922d,Coastal Lowlands,-2.294197,38.532422,-2.29053,38.537257,0.6736,2026-08-07T20:56:55.466764+00:00,2026-08-07T22:18:55.466764+00:00,4920.0,a0decbbc79b58acb,A,0,clean
2a0376ff-54e7-506f-8b8a-fdaac0b4156f,fc8a588a-cf44-5887-9c79-8995bcb125b8,dc90a3bb-8741-5b47-ac53-2afdebd197a6,Central Highlands,0.259787,37.46873,0.263664,37.467295,0.4589,2026-07-28T07:56:55.466764+00:00,2026-07-28T09:37:55.466764+00:00,6060.0,f7d2876785328f71,D,0,clean
a59619c5-3b3b-5aae-bac7-0f7ad767e23a,3f17762f-974e-58fc-bdf2-35bad4dfd2af,d91a72d9-cde1-52ae-8f09-e5b32c1ebd97,Western Kenya,0.242765,34.578214,0.236884,34.577362,0.6596,2026-08-19T02:56:55.466764+00:00,2026-08-19T04:03:55.466764+00:00,4020.0,98076782f64c541c,B,0,clean
b2c51543-eaf7-5fcd-8fc5-6bfcfa90e512,3cd4c062-5183-5bc3-a05f-bdd0ba3cc96e,d1634aa9-9231-5c14-a5f5-79d7f24cfb1d,Eastern Semi-Arid,-1.556082,37.405637,-1.555498,37.408836,0.3609,2026-07-22T18:56:55.466764+00:00,2026-07-22T20:00:55.466764+00:00,3840.0,84b499359379810f,B,0,clean
5e1aacd4-89aa-5fba-94da-f7f68a5f0101,0faedfab-537c-5a7c-b778-ee891a483a8c,6909e58e-4938-50c6-8b44-17a98562bf57,Central Highlands,-1.138257,36.659644,-1.141464,36.657697,0.4164,2026-07-13T08:56:55.466764+00:00,2026-07-13T09:41:55.466764+00:00,2700.0,b614df50c3754a48,C,0,clean
fe371281-db96-5482-ba42-1603f18053e2,6c61ef95-3ad9-5a3e-94a5-f951986fca63,ffe9520d-7a36-5089-bbb7-408052b8af2c,Central Highlands,-1.154801,36.746353,-1.151192,36.750515,0.6114,2026-06-25T07:56:55.466764+00:00,2026-06-25T08:57:55.466764+00:00,3660.0,c7f8abdb525324a9,B,0,clean
4f97c8ed-60aa-5f66-8ef4-ff2d21694f12,8ca49b64-82a7-535f-8b8d-90f1c634319d,88295350-85bc-5f69-87a8-a0e6325b7b98,Eastern Semi-Arid,-2.202921,37.465348,-2.204395,37.468562,0.3924,2026-07-26T10:56:55.466764+00:00,2026-07-26T11:20:55.466764+00:00,1440.0,66e59f9b1d2c3a32,D,0,clean
c2fb36f6-6bd2-57d3-bd8d-51f9c28faeee,88647fd1-0d9d-5487-9a1e-0ae03923bfa4,ba5faa2b-8e0a-5a63-8570-f93535185615,Rift Valley,0.479115,35.783646,0.483017,35.786153,0.5148,2026-08-18T06:56:55.466764+00:00,2026-08-18T08:26:55.466764+00:00,5400.0,016914df4ce3a4cb,D,0,clean
df0991b8-3a51-5bc3-a11f-118556e58b53,ae004f04-ad72-51c1-a520-885e13532ceb,1174fed8-008e-5ff6-97a4-e595225fb3eb,Rift Valley,0.449532,36.000468,0.448909,35.996204,0.4783,2026-08-13T00:56:55.466764+00:00,2026-08-13T02:54:55.466764+00:00,7080.0,1decb9d57cfd9652,C,0,clean
73444a27-67b7-59b0-a137-0fa5ff322771,fe34abe2-65b0-596a-9dbb-dd34a9e1411e,04924650-c80a-5d70-91a8-de2c96642d63,Coastal Lowlands,-2.47515,39.214975,-2.475391,39.217174,0.2456,2026-07-21T04:56:55.466764+00:00,2026-07-21T05:41:55.466764+00:00,2700.0,cc815d69f3467c24,C,0,clean
44efa11a-ea7c-5ff8-a357-415f87620d7e,f6cbc742-27ef-56da-b0b9-9f8de0b7603b,1b4dc038-79d3-5732-90e3-a5e965a7e96b,Eastern Semi-Arid,-0.87196,38.140375,-0.873128,38.143729,0.3942,2026-07-01T07:56:55.466764+00:00,2026-07-01T09:22:55.466764+00:00,5160.0,8548bf72c1049229,D,0,clean
258cc69f-445b-5650-a7b0-89146240f775,79afaa44-9b75-5253-8fa3-0c00e4969d1b,057bf5ec-f5fd-5332-9b9c-b8499d0b78d1,Eastern Semi-Arid,-0.268483,37.429238,-0.264335,37.429109,0.4606,2026-07-29T00:56:55.466764+00:00,2026-07-29T02:14:55.466764+00:00,4680.0,28eedd18cc3425fb,B,0,clean
0bebbbb7-13b6-5927-9e5b-1844db628c88,260a464d-98a3-50fa-8417-e943f89a63bd,0cbb86d7-ddd5-53dd-aaf6-75ca23909918,Eastern Semi-Arid,-1.605569,37.787602,-1.603619,37.788011,0.2212,2026-07-30T16:56:55.466764+00:00,2026-07-30T17:28:55.466764+00:00,1920.0,520fc7c26508a53a,INVALID,1,invalid_classification_tier
a73cf929-192b-5d30-b0a7-90f39a24a64b,914b9846-3ed1-5d28-bdb2-46b956b23281,d8c1926a-4560-5935-b3d5-29d32afe8775,Central Highlands,-0.151202,37.664541,-0.147853,37.664786,0.3727,2026-07-27T00:56:55.466764+00:00,2026-07-27T02:38:55.466764+00:00,6120.0,79f560451f9bbc5d,A,0,clean
f4d777d5-a9b8-5fec-9e76-f354a203d68e,190ec304-d3df-539a-9627-0cdb510cd000,140638c9-c4e5-5282-9198-97f33094fcf9,Eastern Semi-Arid,-1.320131,38.005085,-1.320628,37.999988,0.5684,2026-08-13T18:56:55.466764+00:00,2026-08-13T19:35:55.466764+00:00,2340.0,8a648d0625a18784,D,0,clean
4516ac32-913c-5830-8e63-88c363c86dc6,37c9d78d-5522-5188-9ddd-3972e7d00532,95481682-ebb4-52ff-93ef-d2b4c6643802,Rift Valley,1.13394,36.176807,1.131502,36.180661,0.5062,2026-08-14T09:56:55.466764+00:00,2026-08-14T11:22:55.466764+00:00,5160.0,44ed47e69919915f,C,0,clean
b38d2079-3c25-5bdb-8761-d2b321abdda3,7bdf9e70-c730-5b1d-982d-e912af193f47,db7e8a8c-ce1f-5060-bbf1-14a20acd197c,Rift Valley,-0.813002,36.19897,-0.812705,36.197992,0.1134,2026-07-01T06:56:55.466764+00:00,2026-07-01T08:28:55.466764+00:00,5520.0,11d13bcc19c43aa0,C,0,clean
774727e3-7484-567d-9e9c-6b9ce456de4d,4f6d997b-fef1-5d7f-9045-c4159e4f7791,a36e1072-1d22-55bd-8973-ca86ded209bc,Coastal Lowlands,-3.863375,39.313858,-3.86063,39.31235,0.3477,2026-08-09T19:56:55.466764+00:00,2026-08-09T20:04:55.466764+00:00,480.0,501a734c4d30b1de,B,0,clean
c4b819a4-4181-54c8-8e2f-fc01ee789680,aab8a7a7-1426-5446-ad09-a59ad40a0a14,8f385f0c-9eda-58d5-be04-5719da33bd82,Rift Valley,1.168257,36.409279,1.163557,36.407135,0.5734,2026-07-23T07:56:55.466764+00:00,2026-07-23T09:33:55.466764+00:00,5820.0,401a478a88277434,A,0,clean
789158ee-42c5-56be-b38d-4d60f8b8a430,6867d10a-4b76-57d2-b6ff-2cb3365a976c,ec1f3f47-7081-5467-b843-89e2f94e64f0,Central Highlands,-1.044508,37.032149,-2.544508,35.032149,277.5,2026-08-16T03:56:55.466764+00:00,2026-08-16T05:28:55.466764+00:00,5520.0,0ed0788e79f5161f,D,1,gps_geofence_breach
f99a308f-7010-5628-9457-7532ec9a1570,046b45af-ce47-5947-8ea3-8b672f4a88cb,3de37f74-16be-5890-ab7b-8239dee8ab42,Coastal Lowlands,-3.188098,39.672112,-3.188256,39.672187,0.0194,2026-07-20T15:56:55.466764+00:00,2026-07-20T16:51:55.466764+00:00,3300.0,a8eedcb85044464e,B,0,clean
ddc79449-c7b6-5261-8186-90c0eb1094f6,65c7b989-acb5-5702-bf29-6d0dd1f15557,3b3268b5-07d6-583c-af5f-fd44514b690d,Coastal Lowlands,-3.806484,40.377816,-3.801636,40.376266,0.565,2026-07-11T16:56:55.466764+00:00,2026-07-11T18:05:55.466764+00:00,4140.0,54e6690f5d90a12a,A,0,clean
fae3ef3d-671d-5e18-b6ee-3b3e433661a4,27a114f1-c20e-5cd1-9aea-71cac56cce39,70089432-a0a2-52b2-a353-399fc5e66a84,Central Highlands,-0.535714,37.123046,-0.530911,37.11851,0.7333,2026-07-08T17:56:55.466764+00:00,2026-07-08T18:32:55.466764+00:00,2160.0,5b3fb8ba60491d5b,B,0,clean
a18db5fe-bf86-5172-8936-87a8123bc444,79904d06-757b-5401-a144-fb46af391d8f,3f17eed4-2c28-5416-af5e-6a58f1b01f24,Coastal Lowlands,-2.610933,39.09049,-2.613769,39.088514,0.3836,2026-07-27T21:56:55.466764+00:00,2026-07-27T23:35:55.466764+00:00,5940.0,bd855451ce0336ab,A,0,clean
08711598-de68-5997-9c6d-0482c83e16c2,e29f1310-b948-51be-8a8f-167c2c0098c7,9c7778ce-1a93-5c6a-890a-9b76e964e597,Coastal Lowlands,-4.593528,39.268749,-4.589414,39.259182,1.156,2026-08-15T07:56:55.466764+00:00,2026-08-15T05:20:55.466764+00:00,-9360.0,12e581f6e0a5bc58,A,1,timestamp_monotonicity_violation
b58b328b-a887-56eb-8d29-1ec12e5265ba,a2c61ceb-d9ca-5cd5-924c-d41d18e30e2a,a364094b-0dc7-559f-a8a3-393be260ae34,Central Highlands,0.176193,37.655414,0.171859,37.654288,0.4971,2026-08-16T20:56:55.466764+00:00,2026-08-16T21:45:55.466764+00:00,2940.0,e71da1861ddb406e,C,0,clean
4a6afb15-4e0d-5302-a8e8-eb5095fd4f6a,9203fc15-6b57-5950-8724-fc20c1a5f4d8,7fb1de75-82c6-504d-a97c-8b76c169d754,Western Kenya,0.211187,34.782592,0.206612,34.784151,0.5365,2026-07-15T04:56:55.466764+00:00,2026-07-15T05:48:55.466764+00:00,3120.0,c04d7c8eefa3ec2a,A,0,clean
7f0d8977-4720-5775-839c-04683ad663cb,7c70e474-ca9b-5d07-89ea-b25e1e87ec08,844b4dd6-6f5b-5b12-abb1-f18a6b0a9cb7,Western Kenya,1.034844,34.903662,1.035779,34.900601,0.3553,2026-07-02T15:56:55.466764+00:00,2026-07-02T16:39:55.466764+00:00,2580.0,f0bb9fc86ad474ec,D,0,clean
6e258862-3e4c-5996-a1c6-019cc43bbc37,113142fc-4453-5cf3-a1a7-2bb9ee352802,9757b6e4-95d7-5b4e-8949-0ed42784f290,Central Highlands,-0.74488,37.645529,-0.743628,37.638286,0.8159,2026-07-21T04:56:55.466764+00:00,2026-07-21T06:16:55.466764+00:00,4800.0,0045c7e01bb56f71,A,0,clean
53b34bc1-f716-5ed6-b231-2d18ae5cf3c5,5ad3e779-6cb6-56f3-a04d-4120e90bb300,7471688e-cb6d-56cb-afa3-3e9bbf3bf99a,Coastal Lowlands,-3.462075,38.626696,-3.462088,38.624467,0.2474,2026-07-01T02:56:55.466764+00:00,2026-07-01T03:39:55.466764+00:00,2580.0,6f267e6e2e6a6965,B,0,clean
9b8a0226-145f-5f35-9911-9c4cabeed976,d43e8b3f-8df8-5daa-a03f-4bf5e1abf0dc,0db603dd-2aab-5095-a530-2fdf46e8dcb2,Western Kenya,0.836711,35.117351,0.840104,35.115058,0.4547,2026-08-12T08:56:55.466764+00:00,2026-08-12T09:39:55.466764+00:00,2580.0,8adadb2be7f70599,B,0,clean
bfb98a7c-2ff2-50ec-b38b-255d498a1781,ef710cd8-ce12-5c96-af54-d64afa0ac36b,47b9c4eb-b046-5375-ac49-198bbac76e20,Eastern Semi-Arid,-2.14972,37.626701,-0.64972,35.626701,277.5,2026-06-29T00:56:55.466764+00:00,2026-06-29T01:20:55.466764+00:00,1440.0,2698e4be4e7cdefb,C,1,gps_geofence_breach
6fe3f2a3-8d4e-5420-99c2-e59d390524a0,a74a60f6-3605-54f6-8a47-61304c758fe2,bc1b45e8-3cc4-5d07-b32c-44d63ad651b6,Eastern Semi-Arid,-0.104337,37.420544,-0.105646,37.422945,0.3036,2026-07-20T20:56:55.466764+00:00,2026-07-20T22:23:55.466764+00:00,5220.0,af20a8e9d675dec9,B,0,clean
9b8d438b-5297-517d-985b-4ff7a4237b94,c8c0023b-ed55-5c56-97b2-522faab525a4,9f05a59c-db5e-5afa-aa5e-2f863aa2341d,Western Kenya,-0.19174,34.380952,-0.189825,34.382142,0.2502,2026-07-05T12:56:55.466764+00:00,2026-07-05T14:39:55.466764+00:00,6180.0,981502d12ce290c2,A,0,clean
06ce6b0b-1ff0-59a8-932d-14867632d6c9,bf01ce6c-de7a-57ce-8776-3be0e22bb383,b7edcd50-0bd7-5b9c-a0e4-3e1f2be5a65c,Central Highlands,-0.18602,37.492994,-0.182618,37.489936,0.5077,2026-08-09T20:56:55.466764+00:00,2026-08-09T22:29:55.466764+00:00,5580.0,b44e0b596c7aa481,C,0,clean
87eb759c-604b-5b09-a85f-894d4db47b94,0b0da3b6-1d86-5656-975f-aa61588db531,51951e84-f675-5b2e-9d34-f67b189a619d,Coastal Lowlands,-4.405353,40.043973,-4.408471,40.047499,0.5225,2026-08-10T07:56:55.466764+00:00,2026-08-10T08:32:55.466764+00:00,2160.0,2829724173e3c65a,A,0,clean
a607c4b7-1830-581f-a9d1-eb3e47810381,610d6345-5daa-534f-8467-f9749b44fd05,bac50350-65e9-5ea0-881a-152819de634f,Eastern Semi-Arid,-2.217754,37.261712,-2.218208,37.263235,0.1764,2026-07-12T01:56:55.466764+00:00,2026-07-12T03:29:55.466764+00:00,5580.0,c1872800393a2492,B,0,clean
2c20e56a-15b3-50a1-9117-ed1444a7302d,b81cebc1-beae-58c8-9f69-7fc754024bea,3d7a65db-5338-545f-98e2-1c9469b64c48,Coastal Lowlands,-3.601433,39.598392,-3.603812,39.595137,0.4476,2026-07-16T08:56:55.466764+00:00,2026-07-16T10:09:55.466764+00:00,4380.0,f56f027f708e8754,B,0,clean
a2b8f155-12cd-5475-b4dc-5977b578fcb4,103e13b6-0087-5b13-9bc1-ec7a9c786429,f0d24f80-ff59-5df1-ace4-20e2523eb1ae,Central Highlands,-1.311548,37.572977,-1.312996,37.568978,0.472,2026-08-03T05:56:55.466764+00:00,2026-08-03T07:19:55.466764+00:00,4980.0,420ce052d188a9ce,A,0,clean
7383f053-f84e-58b1-aa54-320dc5b27bdd,2a6af7a3-5afb-52c8-bf60-2f289d3f27e8,1894c2fa-25c5-59f1-8bfc-881d8044c705,Rift Valley,-1.043391,36.386879,-1.044111,36.38636,0.0986,2026-07-02T07:56:55.466764+00:00,2026-07-02T09:15:55.466764+00:00,4740.0,4fed63257bedc823,B,0,clean
5ea27a18-1dc8-5b5a-bb50-5637d0ddb21f,9cb1c569-4029-5902-b372-bc9281afa10d,720adb47-d238-5b6e-bbf5-39c0f70bea97,Central Highlands,-1.26775,37.036962,-1.26449,37.044714,0.9335,2026-07-23T18:56:55.466764+00:00,2026-07-23T20:34:55.466764+00:00,5880.0,91f40683422ce001,B,0,clean
f37e1b24-ce7a-5117-b0b6-f111b4d73995,b0079560-175e-5d52-a29c-08f2cfabdf27,823bf789-483d-54ae-bab0-871a0204488f,Central Highlands,-1.397095,37.021331,-1.397865,37.021394,0.0858,2026-07-31T04:56:55.466764+00:00,2026-07-31T06:03:55.466764+00:00,4020.0,3511d65724c4a44e,B,0,clean
9757efbd-db5c-5103-99fa-5002dca1f7b0,9be44dba-8c36-59c7-994b-8860a15a9522,0c4fa962-656e-5c36-8230-65162a01698d,Eastern Semi-Arid,-2.423679,37.983332,-2.422634,37.98438,0.1642,2026-06-26T13:56:55.466764+00:00,2026-06-26T14:03:55.466764+00:00,420.0,2a3c3d0abdecc547,B,0,clean
d025b1b7-2667-5176-8568-4321ac1dc013,41002e5d-e8cc-5ba9-b92d-d5e76d5df037,8af18190-6a75-5bf7-aa39-17aef6061303,Eastern Semi-Arid,-1.638356,38.418025,-1.637464,38.419776,0.2182,2026-06-23T16:56:55.466764+00:00,2026-06-23T18:43:55.466764+00:00,6420.0,492594d0703dede4,D,0,clean
2c061813-955f-5853-97dc-0fd1fbce693e,67915f47-e553-551b-a3cb-d242912fbc31,0bab0f41-ca4a-5ad0-bf32-48066df6be6a,Rift Valley,0.720325,35.55289,0.725271,35.549524,0.6641,2026-07-08T09:56:55.466764+00:00,2026-07-08T11:41:55.466764+00:00,6300.0,358316d4119c7518,B,0,clean
f7c892cc-df58-548f-86e2-7be8552e0920,cce76dc4-b02a-5571-9de1-78768bd302d7,c86a9977-b853-5ebe-acb0-9d84aefff94a,Central Highlands,-0.315875,36.963238,-0.319379,36.960579,0.4883,2026-07-20T12:56:55.466764+00:00,2026-07-20T13:55:55.466764+00:00,3540.0,e4d8332852077d2f,A,0,clean
2872d510-dadc-5e59-9f75-ff3689a1d520,e46cbeb2-42c0-5c43-a64f-36034ccbbbf3,5fc2c3c6-e6f2-52c3-b7b2-3e9262533964,Coastal Lowlands,-2.817049,39.354217,-2.816554,39.351048,0.356,2026-06-26T09:56:55.466764+00:00,2026-06-26T10:44:55.466764+00:00,2880.0,1dd768923e87009b,B,0,clean
f37362fb-2265-553f-b423-365845ac3bc3,93a4b4f7-9a8c-5b46-a8be-ce0169aad086,61b3ba29-c971-56ae-bc38-1d6077552ea8,Central Highlands,-0.78145,37.508098,-0.780515,37.511055,0.3442,2026-07-28T04:56:55.466764+00:00,2026-07-28T05:02:55.466764+00:00,360.0,c9f73f5db92554cb,B,0,clean
72f4045d-e272-58cc-9557-bbd6d931ccfb,8022c451-b564-5bc9-96ef-6b9fc394c840,e53d11b6-9fd3-54f2-9198-4cbebdd3a4a8,Coastal Lowlands,-3.993825,38.871754,-3.991223,38.87342,0.343,2026-08-13T15:56:55.466764+00:00,2026-08-13T16:59:55.466764+00:00,3780.0,b2011e986ee3d959,B,0,clean
628ca50f-e086-5247-b1c0-c2763d04e760,1af5cfd4-563c-5b77-97ce-12c7c063ca86,21b918ec-fea5-5791-bddd-08f2bce5b45d,Central Highlands,-0.965832,36.947804,-0.963311,36.946402,0.3202,2026-07-31T12:56:55.466764+00:00,2026-07-31T13:05:55.466764+00:00,540.0,4ce851450f51811d,B,0,clean
1b8442f0-dc9f-55de-813f-7244cd3a702f,fa08b0d3-ae17-5e1d-a193-729cc113b9e6,11a1501d-ef84-5168-9e99-76b508058dbd,Eastern Semi-Arid,-1.016697,38.781867,-1.018613,38.774231,0.8738,2026-07-15T13:56:55.466764+00:00,2026-07-15T14:57:55.466764+00:00,3660.0,112d1ead75637ad5,A,0,clean
b34c5d05-a8cb-584a-9b71-7a3f35a901bd,ef18cc6c-8352-50d9-a17b-d0d56e10d27f,64811cfe-c53c-5391-a5b5-952324eb61e9,Coastal Lowlands,-4.051427,39.241378,-4.057546,39.246789,0.9067,2026-08-11T16:56:55.466764+00:00,2026-08-11T18:43:55.466764+00:00,6420.0,d9c79e49d8b1bf62,E,1,invalid_classification_tier
e62f943f-3a40-5ec0-af26-e09f111a04d6,3d90c7f0-6817-5fac-8dbc-71b169c1d8e9,ecc2e9a8-1f50-54f5-885c-09fe6a19ace4,Western Kenya,-0.060251,34.485469,-0.056899,34.487386,0.4286,2026-08-16T19:56:55.466764+00:00,2026-08-16T20:28:55.466764+00:00,1920.0,583dff1dbb11499d,D,0,clean
b9c23f7a-0e73-5d66-9bf2-e22f0cab3b7f,a9917025-cea4-507c-b165-60d7e5932066,0667c98b-c01b-5d9d-bc95-3703faeaf891,Central Highlands,-0.254907,37.708764,-0.251664,37.708548,0.3608,2026-07-10T01:56:55.466764+00:00,2026-07-10T02:19:55.466764+00:00,1380.0,1eb3429636444323,B,0,clean
945f26c9-d554-57d3-a1ea-cb310e33a487,828af889-cf94-511f-91aa-eb62dfb81263,63735fe0-280b-562e-b76b-42a3e57cad85,Central Highlands,-1.053183,37.703352,-1.055309,37.706201,0.3946,2026-08-16T11:56:55.466764+00:00,2026-08-16T12:49:55.466764+00:00,3180.0,34c13a0dc7655073,A,0,clean
d478efc7-b746-586f-be58-bfc856978e05,5841ab10-c02b-5202-97b2-26c0328ad879,5bc37249-306d-578e-b528-c764e77fb90f,Rift Valley,0.057148,35.148679,0.056346,35.150612,0.2322,2026-07-20T17:56:55.466764+00:00,2026-07-20T18:01:55.466764+00:00,300.0,d4c9aa8c2a591b9f,A,0,clean
