farm_id,assessment_id,farm_name,region,county,crop_type,acreage,latitude,longitude,farmer_experience_years,is_coop_member,archetype,archetype_id,ffmi_score,tier,tier_classification,pillar_1_score,pillar_2_score,pillar_3_score,pillar_4_score,pillar_5_score,pillar_6_score,pillar_7_score,pillar_8_score,q_P1.1.1,q_P1.1.2,q_P1.1.3,q_P1.1.4,q_P1.1.5,q_P1.2.1,q_P1.2.2,q_P1.2.3,q_P1.2.4,q_P1.2.5,q_P1.3.1,q_P1.3.2,q_P1.3.3,q_P1.3.4,q_P1.3.5,q_P1.4.1,q_P1.4.2,q_P1.4.3,q_P1.4.4,q_P1.4.5,q_P1.5.1,q_P1.5.2,q_P1.5.3,q_P1.5.4,q_P1.5.5,q_P2.1.1,q_P2.1.2,q_P2.1.3,q_P2.1.4,q_P2.1.5,q_P2.2.1,q_P2.2.2,q_P2.2.3,q_P2.2.4,q_P2.2.5,q_P2.3.1,q_P2.3.2,q_P2.3.3,q_P2.3.4,q_P2.3.5,q_P2.4.1,q_P2.4.2,q_P2.4.3,q_P2.4.4,q_P2.4.5,q_P2.5.1,q_P2.5.2,q_P2.5.3,q_P2.5.4,q_P2.5.5,q_P3.1.1,q_P3.1.2,q_P3.1.3,q_P3.1.4,q_P3.1.5,q_P3.2.1,q_P3.2.2,q_P3.2.3,q_P3.2.4,q_P3.2.5,q_P3.3.1,q_P3.3.2,q_P3.3.3,q_P3.3.4,q_P3.3.5,q_P3.4.1,q_P3.4.2,q_P3.4.3,q_P3.4.4,q_P3.4.5,q_P3.5.1,q_P3.5.2,q_P3.5.3,q_P3.5.4,q_P3.5.5,q_P4.1.1,q_P4.1.2,q_P4.1.3,q_P4.1.4,q_P4.1.5,q_P4.2.1,q_P4.2.2,q_P4.2.3,q_P4.2.4,q_P4.2.5,q_P4.3.1,q_P4.3.2,q_P4.3.3,q_P4.3.4,q_P4.3.5,q_P4.4.1,q_P4.4.2,q_P4.4.3,q_P4.4.4,q_P4.4.5,q_P4.5.1,q_P4.5.2,q_P4.5.3,q_P4.5.4,q_P4.5.5,q_P5.1.1,q_P5.1.2,q_P5.1.3,q_P5.1.4,q_P5.1.5,q_P5.2.1,q_P5.2.2,q_P5.2.3,q_P5.2.4,q_P5.2.5,q_P5.3.1,q_P5.3.2,q_P5.3.3,q_P5.3.4,q_P5.3.5,q_P5.4.1,q_P5.4.2,q_P5.4.3,q_P5.4.4,q_P5.4.5,q_P5.5.1,q_P5.5.2,q_P5.5.3,q_P5.5.4,q_P5.5.5,q_P6.1.1,q_P6.1.2,q_P6.1.3,q_P6.1.4,q_P6.1.5,q_P6.2.1,q_P6.2.2,q_P6.2.3,q_P6.2.4,q_P6.2.5,q_P6.3.1,q_P6.3.2,q_P6.3.3,q_P6.3.4,q_P6.3.5,q_P6.4.1,q_P6.4.2,q_P6.4.3,q_P6.4.4,q_P6.4.5,q_P6.5.1,q_P6.5.2,q_P6.5.3,q_P6.5.4,q_P6.5.5,q_P7.1.1,q_P7.1.2,q_P7.1.3,q_P7.1.4,q_P7.1.5,q_P7.2.1,q_P7.2.2,q_P7.2.3,q_P7.2.4,q_P7.2.5,q_P7.3.1,q_P7.3.2,q_P7.3.3,q_P7.3.4,q_P7.3.5,q_P7.4.1,q_P7.4.2,q_P7.4.3,q_P7.4.4,q_P7.4.5,q_P7.5.1,q_P7.5.2,q_P7.5.3,q_P7.5.4,q_P7.5.5,q_P8.1.1,q_P8.1.2,q_P8.1.3,q_P8.1.4,q_P8.1.5,q_P8.2.1,q_P8.2.2,q_P8.2.3,q_P8.2.4,q_P8.2.5,q_P8.3.1,q_P8.3.2,q_P8.3.3,q_P8.3.4,q_P8.3.5,q_P8.4.1,q_P8.4.2,q_P8.4.3,q_P8.4.4,q_P8.4.5,q_P8.5.1,q_P8.5.2,q_P8.5.3,q_P8.5.4,q_P8.5.5
62745e2d-1128-5c44-b299-2928e6652093,3c7f96bc-023e-5844-b116-ce8d9b03a18b,Nakuru Dairy Farm #0202,Rift Valley,Nakuru,Dairy,24.87,1.344907,36.41585,1,False,Commercial Market Leader,2,19.32,4,Investment Ready Farm,0.68,0.92,0.8,0.76,0.84,0.8,0.92,0.72,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
e3a76b96-96cc-5639-9d66-eb109c1abe38,e1817b36-5264-5d8e-828a-aabc230f7ddb,Nyeri Horticulture Farm #0203,Central Highlands,Nyeri,Horticulture,5.43,0.232929,37.493182,15,True,Transitioning Agribusiness,1,13.56,3,Structured Farm,0.56,0.36,0.6,0.64,0.44,0.68,0.68,0.56,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1
fd50398b-72dc-5086-9ccf-bc6b6bb79b9c,06b6af51-88f7-51dc-946e-b1cb8fa859e4,Makueni Pigeon Peas Farm #0204,Eastern Semi-Arid,Makueni,Pigeon Peas,2.58,-2.121978,37.358393,7,True,Informal Smallholder,0,4.08,5,Future Ready Farm,0.16,0.2,0.08,0.36,0.16,0.08,0.28,0.04,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270aaae6-000b-5993-a607-748960bf0c78,015c8a6e-2a1b-5ea7-a359-3f74782a6d17,Lamu Cassava Farm #0205,Coastal Lowlands,Lamu,Cassava,2.98,-4.201942,40.243168,17,True,Informal Smallholder,0,5.88,2,Emerging Agribusiness,0.28,0.28,0.24,0.6,0.04,0.28,0.12,0.12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8ec468db-0022-5d96-ac4a-2bd19b238b0f,417dad3b-02e9-5b02-9e8d-722b3901c517,Bomet Wheat Farm #0206,Rift Valley,Bomet,Wheat,3.1,-0.744353,35.774317,7,False,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.2,0.28,0.36,0.52,0.12,0.2,0.08,0.12,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
339740f4-70c6-5cad-b9d7-78c4f68a49ef,5f908dd4-9fd0-5fe1-919d-22322db7b598,Bomet Potatoes Farm #0207,Rift Valley,Bomet,Potatoes,3.34,-0.855418,36.016837,8,False,Informal Smallholder,0,5.04,2,Emerging Agribusiness,0.12,0.28,0.16,0.52,0.12,0.32,0.08,0.08,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fd3d3ace-78eb-5825-b921-c6681b8613d9,290be4b9-6ce0-5ba2-9f4f-849f22795e70,Kwale Coconut Farm #0208,Coastal Lowlands,Kwale,Coconut,4.75,-3.113045,38.676199,11,True,Transitioning Agribusiness,1,11.88,3,Structured Farm,0.4,0.64,0.64,0.8,0.36,0.48,0.52,0.12,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409ba0aa-4af9-55f0-971c-10f56c81c860,fc043f4f-b987-5ff1-8f54-75ebdf4bd2ea,Kitui Cowpeas Farm #0209,Eastern Semi-Arid,Kitui,Cowpeas,1.07,-1.247156,37.963477,10,False,Informal Smallholder,0,4.44,5,Future Ready Farm,0.12,0.12,0.28,0.4,0.2,0.24,0.04,0.08,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a5d41f19-a7ca-55c8-94da-f9ca2aafe8a0,60610b4d-445a-547c-9894-d98c99453733,Kiambu Tea Farm #0210,Central Highlands,Kiambu,Tea,2.06,-0.53335,37.08464,14,True,Transitioning Agribusiness,1,12.6,3,Structured Farm,0.44,0.4,0.6,0.64,0.44,0.72,0.52,0.44,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
a21ae073-4f4a-5a1b-b73a-4bcdb031200b,3a0f965e-f712-5c99-ac55-d01211f9c27b,Nakuru Horticulture Farm #0211,Rift Valley,Nakuru,Horticulture,12.55,-0.243421,36.242734,11,True,Transitioning Agribusiness,1,12.24,3,Structured Farm,0.36,0.44,0.52,0.56,0.6,0.56,0.52,0.52,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1
80acd08d-0910-5c12-adb2-d677d1151df3,a743f6a0-0509-5e2b-9866-9ba8c586e740,Uasin Gishu Tea Farm #0212,Rift Valley,Uasin Gishu,Tea,3.86,-0.446893,36.086534,1,True,Transitioning Agribusiness,1,13.2,3,Structured Farm,0.48,0.56,0.72,0.64,0.44,0.64,0.64,0.28,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
62ce5c42-7417-5522-bb8f-191e519c679b,36713c30-682f-57cf-89a3-4e0bf40b2d93,Machakos Livestock Farm #0213,Eastern Semi-Arid,Machakos,Livestock,3.0,-0.387917,37.987148,7,True,Informal Smallholder,0,5.64,2,Emerging Agribusiness,0.16,0.12,0.44,0.48,0.08,0.32,0.2,0.08,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593fe80c-f9b1-5f91-9762-73fbcdfcc5a9,9b48e69b-0a95-5583-9bd9-c62d513edc76,Lamu Cashew Farm #0214,Coastal Lowlands,Lamu,Cashew,8.36,-2.161194,38.565302,10,True,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.48,0.48,0.6,0.6,0.44,0.48,0.4,0.32,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
20197ce0-fb40-5a49-b537-a12ea1ec4653,0893fc51-be5e-5a31-a832-06691fa46286,Kirinyaga Coffee Farm #0215,Central Highlands,Kirinyaga,Coffee,5.19,-1.367073,37.661528,5,True,Transitioning Agribusiness,1,12.12,3,Structured Farm,0.48,0.52,0.48,0.56,0.56,0.56,0.48,0.4,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0
85fff2c3-eead-5005-88a1-d71f740f7436,a6c7dd14-bb86-5914-a54a-57edac4143cf,Kiambu Horticulture Farm #0216,Central Highlands,Kiambu,Horticulture,3.92,0.268733,37.672806,21,True,Transitioning Agribusiness,1,11.4,3,Structured Farm,0.48,0.4,0.6,0.6,0.36,0.6,0.52,0.24,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
f065b8d6-e5de-5afe-a42e-2971d90fafd1,2d072d4c-66e9-5ca4-8a7c-883d240647d9,Machakos Mangoes Farm #0217,Eastern Semi-Arid,Machakos,Mangoes,2.13,-0.725211,37.833311,11,False,Informal Smallholder,0,4.68,5,Future Ready Farm,0.08,0.28,0.12,0.6,0.08,0.2,0.16,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f739acd5-35d6-5adc-9f2d-1e724c5a1179,9d224ac1-2063-552a-8196-49caa3454e25,Meru Tea Farm #0218,Central Highlands,Meru,Tea,2.26,-0.137271,36.924884,12,False,Informal Smallholder,0,6.0,2,Emerging Agribusiness,0.24,0.16,0.24,0.56,0.16,0.36,0.2,0.08,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae9d6665-073a-543d-9eb3-a518d8a00915,a96c5f6b-0bbe-5049-b5dd-d9dbad2ac5ed,Tharaka Nithi Livestock Farm #0219,Eastern Semi-Arid,Tharaka Nithi,Livestock,49.91,-0.879336,37.905789,24,True,Commercial Market Leader,2,20.28,5,Future Ready Farm,0.88,0.84,0.92,0.84,0.84,0.88,0.8,0.76,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
6d77e744-ec5a-5992-a7e1-e4d13f11cd13,e79ec80a-367d-5151-a2b4-bf9f7dfb0c10,Makueni Green Grams Farm #0220,Eastern Semi-Arid,Makueni,Green Grams,2.74,-1.940374,38.617074,1,True,Informal Smallholder,0,4.2,5,Future Ready Farm,0.12,0.2,0.12,0.4,0.08,0.2,0.24,0.04,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e23d521e-c62b-54c6-9ca2-aa5375ddc29f,45af1b4c-5c21-57e0-9ee9-b6fc8ccd8168,Taita Taveta Fish Farming Farm #0221,Coastal Lowlands,Taita Taveta,Fish Farming,2.52,-2.54983,38.77753,2,False,Informal Smallholder,0,6.36,2,Emerging Agribusiness,0.2,0.32,0.32,0.52,0.2,0.28,0.28,0.0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251a8bc6-489e-5b43-b802-49aad839028a,fe56e581-43c0-5dfb-9ac3-f8b353a4d3e6,Uasin Gishu Maize Farm #0222,Rift Valley,Uasin Gishu,Maize,1.08,0.169041,35.007709,16,False,Informal Smallholder,0,6.96,2,Emerging Agribusiness,0.36,0.16,0.44,0.72,0.12,0.24,0.28,0.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
